Date,InterfaceID,priority_weight,process_impact_weight,frequency,days_to_quarter_end,close_calendar_multiplier,CoIF
2024-09-29,IF_DLV_001,100,100,344,1,2.734,99.01
2024-09-30,IF_ORD_001,100,90,81,0,3.0,96.09
2024-09-30,IF_PAY_001,100,100,31,0,3.0,92.06
2024-09-30,IF_PAY_002,25,30,19,0,3.0,51.55
2024-09-30,IF_ORD_002,100,90,82,0,3.0,91.91
2024-09-30,IF_ORD_003,60,80,55,0,3.0,79.5
2024-09-30,IF_MFG_001,60,75,40,0,3.0,73.79
2024-09-30,IF_MFG_002,25,65,15,0,3.0,52.53
2024-09-30,IF_MFG_003,25,35,33,0,3.0,52.68
2024-09-30,IF_MFG_004,5,20,24,0,3.0,45.94
2024-09-30,IF_PRC_001,60,70,47,0,3.0,76.2
2024-09-30,IF_PRC_002,25,55,20,0,3.0,56.2
2024-09-30,IF_PRC_003,5,15,15,0,3.0,43.18
2024-09-30,IF_ASM_001,60,85,39,0,3.0,79.01
2024-09-30,IF_ASM_002,60,80,41,0,3.0,78.5
2024-09-30,IF_DLV_001,100,100,79,0,3.0,92.01
2024-10-01,IF_ORD_001,100,90,40,91,1.0,74.12
2024-10-01,IF_PAY_001,100,100,33,91,1.0,76.11
2024-10-01,IF_PAY_002,25,30,23,91,1.0,26.84
2024-10-01,IF_ORD_002,100,90,41,91,1.0,65.55
2024-10-01,IF_ORD_003,60,80,31,91,1.0,60.24
2024-10-01,IF_MFG_001,60,75,32,91,1.0,52.52
2024-10-01,IF_MFG_002,25,65,11,91,1.0,36.0
2024-10-01,IF_MFG_003,25,35,16,91,1.0,33.79
2024-10-01,IF_MFG_004,5,20,16,91,1.0,19.98
2024-10-01,IF_PRC_001,60,70,38,91,1.0,50.85
2024-10-01,IF_PRC_002,25,55,26,91,1.0,36.13
2024-10-01,IF_PRC_003,5,15,8,91,1.0,16.69
2024-10-01,IF_ASM_001,60,85,37,91,1.0,54.35
2024-10-01,IF_ASM_002,60,80,31,91,1.0,55.63
2024-10-01,IF_DLV_001,100,100,41,91,1.0,72.23
2024-10-02,IF_ORD_001,100,90,43,90,1.0,72.88
2024-10-02,IF_PAY_001,100,100,24,90,1.0,74.03
2024-10-02,IF_PAY_002,25,30,16,90,1.0,28.4
2024-10-02,IF_ORD_002,100,90,41,90,1.0,70.93
2024-10-02,IF_ORD_003,60,80,39,90,1.0,56.82
2024-10-02,IF_MFG_001,60,75,24,90,1.0,55.3
2024-10-02,IF_MFG_002,25,65,25,90,1.0,31.4
2024-10-02,IF_MFG_003,25,35,18,90,1.0,30.7
2024-10-02,IF_MFG_004,5,20,5,90,1.0,19.3
2024-10-02,IF_PRC_001,60,70,26,90,1.0,49.21
2024-10-02,IF_PRC_002,25,55,16,90,1.0,34.16
2024-10-02,IF_PRC_003,5,15,5,90,1.0,11.68
2024-10-02,IF_ASM_001,60,85,27,90,1.0,54.44
2024-10-02,IF_ASM_002,60,80,22,90,1.0,52.44
2024-10-02,IF_DLV_001,100,100,47,90,1.0,76.21
2024-10-03,IF_ORD_001,100,90,36,89,1.0,68.41
2024-10-03,IF_PAY_001,100,100,50,89,1.0,77.49
2024-10-03,IF_PAY_002,25,30,21,89,1.0,38.31
2024-10-03,IF_ORD_002,100,90,28,89,1.0,73.79
2024-10-03,IF_ORD_003,60,80,19,89,1.0,53.21
2024-10-03,IF_MFG_001,60,75,26,89,1.0,57.61
2024-10-03,IF_MFG_002,25,65,22,89,1.0,41.4
2024-10-03,IF_MFG_003,25,35,14,89,1.0,28.96
2024-10-03,IF_MFG_004,5,20,5,89,1.0,11.3
2024-10-03,IF_PRC_001,60,70,22,89,1.0,51.15
2024-10-03,IF_PRC_002,25,55,13,89,1.0,36.93
2024-10-03,IF_PRC_003,5,15,29,89,1.0,21.85
2024-10-03,IF_ASM_001,60,85,33,89,1.0,58.3
2024-10-03,IF_ASM_002,60,80,25,89,1.0,57.52
2024-10-03,IF_DLV_001,100,100,30,89,1.0,70.41
2024-10-04,IF_ORD_001,100,90,43,88,1.0,75.65
2024-10-04,IF_PAY_001,100,100,58,88,1.0,70.91
2024-10-04,IF_PAY_002,25,30,17,88,1.0,25.63
2024-10-04,IF_ORD_002,100,90,42,88,1.0,65.71
2024-10-04,IF_ORD_003,60,80,21,88,1.0,46.67
2024-10-04,IF_MFG_001,60,75,18,88,1.0,52.34
2024-10-04,IF_MFG_002,25,65,10,88,1.0,36.12
2024-10-04,IF_MFG_003,25,35,20,88,1.0,31.14
2024-10-04,IF_MFG_004,5,20,9,88,1.0,16.36
2024-10-04,IF_PRC_001,60,70,43,88,1.0,50.76
2024-10-04,IF_PRC_002,25,55,20,88,1.0,42.25
2024-10-04,IF_PRC_003,5,15,8,88,1.0,14.03
2024-10-04,IF_ASM_001,60,85,19,88,1.0,55.01
2024-10-04,IF_ASM_002,60,80,30,88,1.0,49.81
2024-10-04,IF_DLV_001,100,100,31,88,1.0,76.06
2024-10-05,IF_ORD_001,100,90,62,87,1.0,77.94
2024-10-05,IF_PAY_001,100,100,49,87,1.0,76.76
2024-10-05,IF_PAY_002,25,30,16,87,1.0,26.06
2024-10-05,IF_ORD_002,100,90,33,87,1.0,66.26
2024-10-05,IF_ORD_003,60,80,17,87,1.0,47.6
2024-10-05,IF_MFG_001,60,75,42,87,1.0,58.58
2024-10-05,IF_MFG_002,25,65,26,87,1.0,41.13
2024-10-05,IF_MFG_003,25,35,19,87,1.0,29.35
2024-10-05,IF_MFG_004,5,20,7,87,1.0,17.53
2024-10-05,IF_PRC_001,60,70,27,87,1.0,59.27
2024-10-05,IF_PRC_002,25,55,12,87,1.0,36.49
2024-10-05,IF_PRC_003,5,15,9,87,1.0,15.66
2024-10-05,IF_ASM_001,60,85,32,87,1.0,54.78
2024-10-05,IF_ASM_002,60,80,30,87,1.0,52.82
2024-10-05,IF_DLV_001,100,100,45,87,1.0,75.79
2024-10-06,IF_ORD_001,100,90,34,86,1.0,67.71
2024-10-06,IF_PAY_001,100,100,51,86,1.0,73.21
2024-10-06,IF_PAY_002,25,30,10,86,1.0,29.62
2024-10-06,IF_ORD_002,100,90,35,86,1.0,70.13
2024-10-06,IF_ORD_003,60,80,32,86,1.0,53.41
2024-10-06,IF_MFG_001,60,75,18,86,1.0,52.73
2024-10-06,IF_MFG_002,25,65,28,86,1.0,35.82
2024-10-06,IF_MFG_003,25,35,15,86,1.0,24.89
2024-10-06,IF_MFG_004,5,20,5,86,1.0,11.94
2024-10-06,IF_PRC_001,60,70,43,86,1.0,52.36
2024-10-06,IF_PRC_002,25,55,6,86,1.0,34.93
2024-10-06,IF_PRC_003,5,15,10,86,1.0,17.33
2024-10-06,IF_ASM_001,60,85,38,86,1.0,58.21
2024-10-06,IF_ASM_002,60,80,26,86,1.0,56.67
2024-10-06,IF_DLV_001,100,100,137,86,1.0,80.11
2024-10-07,IF_ORD_001,100,90,56,85,1.0,74.65
2024-10-07,IF_PAY_001,100,100,93,85,1.0,81.44
2024-10-07,IF_PAY_002,25,30,21,85,1.0,39.5
2024-10-07,IF_ORD_002,100,90,25,85,1.0,71.24
2024-10-07,IF_ORD_003,60,80,38,85,1.0,55.85
2024-10-07,IF_MFG_001,60,75,21,85,1.0,47.78
2024-10-07,IF_MFG_002,25,65,21,85,1.0,41.18
2024-10-07,IF_MFG_003,25,35,15,85,1.0,27.31
2024-10-07,IF_MFG_004,5,20,8,85,1.0,14.49
2024-10-07,IF_PRC_001,60,70,22,85,1.0,47.02
2024-10-07,IF_PRC_002,25,55,19,85,1.0,31.91
2024-10-07,IF_PRC_003,5,15,11,85,1.0,16.6
2024-10-07,IF_ASM_001,60,85,12,85,1.0,52.15
2024-10-07,IF_ASM_002,60,80,23,85,1.0,55.23
2024-10-07,IF_DLV_001,100,100,50,85,1.0,78.87
2024-10-08,IF_ORD_001,100,90,51,84,1.0,70.41
2024-10-08,IF_PAY_001,100,100,23,84,1.0,69.49
2024-10-08,IF_PAY_002,25,30,19,84,1.0,32.15
2024-10-08,IF_ORD_002,100,90,21,84,1.0,68.68
2024-10-08,IF_ORD_003,60,80,20,84,1.0,53.73
2024-10-08,IF_MFG_001,60,75,33,84,1.0,52.38
2024-10-08,IF_MFG_002,25,65,16,84,1.0,34.59
2024-10-08,IF_MFG_003,25,35,22,84,1.0,23.63
2024-10-08,IF_MFG_004,5,20,6,84,1.0,19.08
2024-10-08,IF_PRC_001,60,70,30,84,1.0,54.92
2024-10-08,IF_PRC_002,25,55,17,84,1.0,31.58
2024-10-08,IF_PRC_003,5,15,7,84,1.0,15.43
2024-10-08,IF_ASM_001,60,85,130,84,1.0,66.47
2024-10-08,IF_ASM_002,60,80,38,84,1.0,53.23
2024-10-08,IF_DLV_001,100,100,44,84,1.0,74.38
2024-10-09,IF_ORD_001,100,90,62,83,1.0,68.33
2024-10-09,IF_PAY_001,100,100,50,83,1.0,74.78
2024-10-09,IF_PAY_002,25,30,17,83,1.0,23.75
2024-10-09,IF_ORD_002,100,90,49,83,1.0,73.46
2024-10-09,IF_ORD_003,60,80,28,83,1.0,59.84
2024-10-09,IF_MFG_001,60,75,40,83,1.0,55.79
2024-10-09,IF_MFG_002,25,65,22,83,1.0,38.34
2024-10-09,IF_MFG_003,25,35,14,83,1.0,26.68
2024-10-09,IF_MFG_004,5,20,30,83,1.0,25.07
2024-10-09,IF_PRC_001,60,70,24,83,1.0,51.91
2024-10-09,IF_PRC_002,25,55,17,83,1.0,35.63
2024-10-09,IF_PRC_003,5,15,7,83,1.0,16.89
2024-10-09,IF_ASM_001,60,85,37,83,1.0,54.15
2024-10-09,IF_ASM_002,60,80,38,83,1.0,58.06
2024-10-09,IF_DLV_001,100,100,58,83,1.0,73.18
2024-10-10,IF_ORD_001,100,90,51,82,1.0,77.2
2024-10-10,IF_PAY_001,100,100,35,82,1.0,66.27
2024-10-10,IF_PAY_002,25,30,22,82,1.0,33.46
2024-10-10,IF_ORD_002,100,90,45,82,1.0,80.02
2024-10-10,IF_ORD_003,60,80,41,82,1.0,58.2
2024-10-10,IF_MFG_001,60,75,31,82,1.0,59.97
2024-10-10,IF_MFG_002,25,65,15,82,1.0,36.58
2024-10-10,IF_MFG_003,25,35,11,82,1.0,23.89
2024-10-10,IF_MFG_004,5,20,8,82,1.0,13.5
2024-10-10,IF_PRC_001,60,70,29,82,1.0,51.54
2024-10-10,IF_PRC_002,25,55,14,82,1.0,28.33
2024-10-10,IF_PRC_003,5,15,10,82,1.0,17.99
2024-10-10,IF_ASM_001,60,85,31,82,1.0,55.67
2024-10-10,IF_ASM_002,60,80,23,82,1.0,57.07
2024-10-10,IF_DLV_001,100,100,50,82,1.0,76.5
2024-10-11,IF_ORD_001,100,90,52,81,1.0,73.63
2024-10-11,IF_PAY_001,100,100,60,81,1.0,73.61
2024-10-11,IF_PAY_002,25,30,22,81,1.0,30.44
2024-10-11,IF_ORD_002,100,90,56,81,1.0,71.71
2024-10-11,IF_ORD_003,60,80,19,81,1.0,48.96
2024-10-11,IF_MFG_001,60,75,33,81,1.0,58.24
2024-10-11,IF_MFG_002,25,65,22,81,1.0,38.37
2024-10-11,IF_MFG_003,25,35,18,81,1.0,30.46
2024-10-11,IF_MFG_004,5,20,8,81,1.0,20.6
2024-10-11,IF_PRC_001,60,70,33,81,1.0,56.17
2024-10-11,IF_PRC_002,25,55,14,81,1.0,35.97
2024-10-11,IF_PRC_003,5,15,11,81,1.0,21.78
2024-10-11,IF_ASM_001,60,85,31,81,1.0,59.07
2024-10-11,IF_ASM_002,60,80,19,81,1.0,52.79
2024-10-11,IF_DLV_001,100,100,32,81,1.0,74.36
2024-10-12,IF_ORD_001,100,90,32,80,1.0,76.02
2024-10-12,IF_PAY_001,100,100,44,80,1.0,73.82
2024-10-12,IF_PAY_002,25,30,12,80,1.0,35.26
2024-10-12,IF_ORD_002,100,90,33,80,1.0,72.98
2024-10-12,IF_ORD_003,60,80,28,80,1.0,57.2
2024-10-12,IF_MFG_001,60,75,32,80,1.0,56.11
2024-10-12,IF_MFG_002,25,65,20,80,1.0,41.51
2024-10-12,IF_MFG_003,25,35,14,80,1.0,30.73
2024-10-12,IF_MFG_004,5,20,24,80,1.0,26.64
2024-10-12,IF_PRC_001,60,70,29,80,1.0,54.6
2024-10-12,IF_PRC_002,25,55,13,80,1.0,31.68
2024-10-12,IF_PRC_003,5,15,7,80,1.0,16.02
2024-10-12,IF_ASM_001,60,85,22,80,1.0,51.73
2024-10-12,IF_ASM_002,60,80,20,80,1.0,54.85
2024-10-12,IF_DLV_001,100,100,47,80,1.0,76.44
2024-10-13,IF_ORD_001,100,90,65,79,1.0,72.88
2024-10-13,IF_PAY_001,100,100,47,79,1.0,72.07
2024-10-13,IF_PAY_002,25,30,14,79,1.0,27.66
2024-10-13,IF_ORD_002,100,90,47,79,1.0,69.44
2024-10-13,IF_ORD_003,60,80,28,79,1.0,56.87
2024-10-13,IF_MFG_001,60,75,28,79,1.0,54.21
2024-10-13,IF_MFG_002,25,65,15,79,1.0,39.67
2024-10-13,IF_MFG_003,25,35,23,79,1.0,30.62
2024-10-13,IF_MFG_004,5,20,9,79,1.0,15.7
2024-10-13,IF_PRC_001,60,70,34,79,1.0,48.22
2024-10-13,IF_PRC_002,25,55,16,79,1.0,33.47
2024-10-13,IF_PRC_003,5,15,11,79,1.0,17.44
2024-10-13,IF_ASM_001,60,85,37,79,1.0,59.63
2024-10-13,IF_ASM_002,60,80,18,79,1.0,49.95
2024-10-13,IF_DLV_001,100,100,48,79,1.0,68.83
2024-10-14,IF_ORD_001,100,90,32,78,1.0,75.27
2024-10-14,IF_PAY_001,100,100,31,78,1.0,71.76
2024-10-14,IF_PAY_002,25,30,32,78,1.0,31.47
2024-10-14,IF_ORD_002,100,90,49,78,1.0,64.12
2024-10-14,IF_ORD_003,60,80,19,78,1.0,53.73
2024-10-14,IF_MFG_001,60,75,36,78,1.0,53.47
2024-10-14,IF_MFG_002,25,65,21,78,1.0,38.25
2024-10-14,IF_MFG_003,25,35,15,78,1.0,29.08
2024-10-14,IF_MFG_004,5,20,12,78,1.0,15.9
2024-10-14,IF_PRC_001,60,70,48,78,1.0,59.19
2024-10-14,IF_PRC_002,25,55,18,78,1.0,35.66
2024-10-14,IF_PRC_003,5,15,5,78,1.0,15.95
2024-10-14,IF_ASM_001,60,85,18,78,1.0,53.95
2024-10-14,IF_ASM_002,60,80,28,78,1.0,49.63
2024-10-14,IF_DLV_001,100,100,47,78,1.0,75.98
2024-10-15,IF_ORD_001,100,90,27,77,1.0,65.27
2024-10-15,IF_PAY_001,100,100,42,77,1.0,69.84
2024-10-15,IF_PAY_002,25,30,9,77,1.0,30.18
2024-10-15,IF_ORD_002,100,90,29,77,1.0,68.66
2024-10-15,IF_ORD_003,60,80,23,77,1.0,50.67
2024-10-15,IF_MFG_001,60,75,15,77,1.0,46.0
2024-10-15,IF_MFG_002,25,65,10,77,1.0,32.55
2024-10-15,IF_MFG_003,25,35,25,77,1.0,31.06
2024-10-15,IF_MFG_004,5,20,6,77,1.0,12.89
2024-10-15,IF_PRC_001,60,70,30,77,1.0,48.35
2024-10-15,IF_PRC_002,25,55,15,77,1.0,38.66
2024-10-15,IF_PRC_003,5,15,11,77,1.0,16.72
2024-10-15,IF_ASM_001,60,85,18,77,1.0,53.77
2024-10-15,IF_ASM_002,60,80,41,77,1.0,54.44
2024-10-15,IF_DLV_001,100,100,37,77,1.0,76.09
2024-10-16,IF_ORD_001,100,90,54,76,1.0,69.98
2024-10-16,IF_PAY_001,100,100,51,76,1.0,71.7
2024-10-16,IF_PAY_002,25,30,21,76,1.0,31.06
2024-10-16,IF_ORD_002,100,90,46,76,1.0,72.62
2024-10-16,IF_ORD_003,60,80,26,76,1.0,53.66
2024-10-16,IF_MFG_001,60,75,26,76,1.0,49.8
2024-10-16,IF_MFG_002,25,65,12,76,1.0,33.43
2024-10-16,IF_MFG_003,25,35,10,76,1.0,31.23
2024-10-16,IF_MFG_004,5,20,8,76,1.0,20.13
2024-10-16,IF_PRC_001,60,70,34,76,1.0,52.26
2024-10-16,IF_PRC_002,25,55,12,76,1.0,39.2
2024-10-16,IF_PRC_003,5,15,11,76,1.0,16.67
2024-10-16,IF_ASM_001,60,85,25,76,1.0,50.86
2024-10-16,IF_ASM_002,60,80,32,76,1.0,51.75
2024-10-16,IF_DLV_001,100,100,32,76,1.0,72.91
2024-10-17,IF_ORD_001,100,90,49,75,1.0,72.27
2024-10-17,IF_PAY_001,100,100,34,75,1.0,72.27
2024-10-17,IF_PAY_002,25,30,15,75,1.0,30.01
2024-10-17,IF_ORD_002,100,90,48,75,1.0,70.73
2024-10-17,IF_ORD_003,60,80,29,75,1.0,55.68
2024-10-17,IF_MFG_001,60,75,16,75,1.0,52.11
2024-10-17,IF_MFG_002,25,65,23,75,1.0,38.93
2024-10-17,IF_MFG_003,25,35,13,75,1.0,27.87
2024-10-17,IF_MFG_004,5,20,13,75,1.0,17.2
2024-10-17,IF_PRC_001,60,70,34,75,1.0,53.4
2024-10-17,IF_PRC_002,25,55,6,75,1.0,32.6
2024-10-17,IF_PRC_003,5,15,12,75,1.0,18.54
2024-10-17,IF_ASM_001,60,85,18,75,1.0,46.67
2024-10-17,IF_ASM_002,60,80,36,75,1.0,57.67
2024-10-17,IF_DLV_001,100,100,46,75,1.0,77.57
2024-10-18,IF_ORD_001,100,90,25,74,1.0,70.93
2024-10-18,IF_PAY_001,100,100,50,74,1.0,77.62
2024-10-18,IF_PAY_002,25,30,17,74,1.0,27.1
2024-10-18,IF_ORD_002,100,90,69,74,1.0,77.82
2024-10-18,IF_ORD_003,60,80,29,74,1.0,65.31
2024-10-18,IF_MFG_001,60,75,39,74,1.0,55.41
2024-10-18,IF_MFG_002,25,65,25,74,1.0,44.35
2024-10-18,IF_MFG_003,25,35,15,74,1.0,31.15
2024-10-18,IF_MFG_004,5,20,21,74,1.0,17.87
2024-10-18,IF_PRC_001,60,70,44,74,1.0,54.19
2024-10-18,IF_PRC_002,25,55,12,74,1.0,35.04
2024-10-18,IF_PRC_003,5,15,15,74,1.0,14.81
2024-10-18,IF_ASM_001,60,85,40,74,1.0,56.65
2024-10-18,IF_ASM_002,60,80,25,74,1.0,55.96
2024-10-18,IF_DLV_001,100,100,35,74,1.0,67.94
2024-10-19,IF_ORD_001,100,90,50,73,1.0,73.71
2024-10-19,IF_PAY_001,100,100,60,73,1.0,74.45
2024-10-19,IF_PAY_002,25,30,23,73,1.0,30.48
2024-10-19,IF_ORD_002,100,90,53,73,1.0,71.22
2024-10-19,IF_ORD_003,60,80,38,73,1.0,54.19
2024-10-19,IF_MFG_001,60,75,40,73,1.0,57.37
2024-10-19,IF_MFG_002,25,65,15,73,1.0,38.18
2024-10-19,IF_MFG_003,25,35,14,73,1.0,27.2
2024-10-19,IF_MFG_004,5,20,12,73,1.0,17.4
2024-10-19,IF_PRC_001,60,70,17,73,1.0,53.25
2024-10-19,IF_PRC_002,25,55,17,73,1.0,38.26
2024-10-19,IF_PRC_003,5,15,10,73,1.0,20.67
2024-10-19,IF_ASM_001,60,85,31,73,1.0,62.05
2024-10-19,IF_ASM_002,60,80,20,73,1.0,57.4
2024-10-19,IF_DLV_001,100,100,50,73,1.0,79.67
2024-10-20,IF_ORD_001,100,90,51,72,1.0,70.86
2024-10-20,IF_PAY_001,100,100,32,72,1.0,73.78
2024-10-20,IF_PAY_002,25,30,24,72,1.0,29.71
2024-10-20,IF_ORD_002,100,90,53,72,1.0,72.38
2024-10-20,IF_ORD_003,60,80,16,72,1.0,52.25
2024-10-20,IF_MFG_001,60,75,66,72,1.0,54.86
2024-10-20,IF_MFG_002,25,65,12,72,1.0,36.88
2024-10-20,IF_MFG_003,25,35,55,72,1.0,30.99
2024-10-20,IF_MFG_004,5,20,14,72,1.0,21.73
2024-10-20,IF_PRC_001,60,70,22,72,1.0,50.37
2024-10-20,IF_PRC_002,25,55,11,72,1.0,31.95
2024-10-20,IF_PRC_003,5,15,7,72,1.0,13.36
2024-10-20,IF_ASM_001,60,85,25,72,1.0,56.54
2024-10-20,IF_ASM_002,60,80,18,72,1.0,52.13
2024-10-20,IF_DLV_001,100,100,48,72,1.0,70.98
2024-10-21,IF_ORD_001,100,90,37,71,1.0,66.65
2024-10-21,IF_PAY_001,100,100,61,71,1.0,77.73
2024-10-21,IF_PAY_002,25,30,11,71,1.0,31.22
2024-10-21,IF_ORD_002,100,90,45,71,1.0,71.43
2024-10-21,IF_ORD_003,60,80,22,71,1.0,57.43
2024-10-21,IF_MFG_001,60,75,39,71,1.0,59.42
2024-10-21,IF_MFG_002,25,65,12,71,1.0,33.93
2024-10-21,IF_MFG_003,25,35,14,71,1.0,25.48
2024-10-21,IF_MFG_004,5,20,12,71,1.0,15.11
2024-10-21,IF_PRC_001,60,70,33,71,1.0,54.66
2024-10-21,IF_PRC_002,25,55,20,71,1.0,35.15
2024-10-21,IF_PRC_003,5,15,12,71,1.0,11.56
2024-10-21,IF_ASM_001,60,85,20,71,1.0,55.69
2024-10-21,IF_ASM_002,60,80,15,71,1.0,51.07
2024-10-21,IF_DLV_001,100,100,205,71,1.0,80.64
2024-10-22,IF_ORD_001,100,90,50,70,1.0,72.06
2024-10-22,IF_PAY_001,100,100,39,70,1.0,71.13
2024-10-22,IF_PAY_002,25,30,6,70,1.0,25.47
2024-10-22,IF_ORD_002,100,90,58,70,1.0,72.69
2024-10-22,IF_ORD_003,60,80,47,70,1.0,62.37
2024-10-22,IF_MFG_001,60,75,33,70,1.0,51.41
2024-10-22,IF_MFG_002,25,65,17,70,1.0,33.69
2024-10-22,IF_MFG_003,25,35,27,70,1.0,29.83
2024-10-22,IF_MFG_004,5,20,9,70,1.0,14.8
2024-10-22,IF_PRC_001,60,70,19,70,1.0,46.87
2024-10-22,IF_PRC_002,25,55,6,70,1.0,33.67
2024-10-22,IF_PRC_003,5,15,1,70,1.0,9.8
2024-10-22,IF_ASM_001,60,85,15,70,1.0,47.51
2024-10-22,IF_ASM_002,60,80,28,70,1.0,53.87
2024-10-22,IF_DLV_001,100,100,44,70,1.0,71.94
2024-10-23,IF_ORD_001,100,90,48,69,1.0,72.97
2024-10-23,IF_PAY_001,100,100,37,69,1.0,72.21
2024-10-23,IF_PAY_002,25,30,14,69,1.0,19.27
2024-10-23,IF_ORD_002,100,90,29,69,1.0,70.76
2024-10-23,IF_ORD_003,60,80,36,69,1.0,54.56
2024-10-23,IF_MFG_001,60,75,40,69,1.0,59.12
2024-10-23,IF_MFG_002,25,65,15,69,1.0,37.03
2024-10-23,IF_MFG_003,25,35,14,69,1.0,32.01
2024-10-23,IF_MFG_004,5,20,11,69,1.0,24.55
2024-10-23,IF_PRC_001,60,70,24,69,1.0,51.19
2024-10-23,IF_PRC_002,25,55,7,69,1.0,30.32
2024-10-23,IF_PRC_003,5,15,8,69,1.0,16.07
2024-10-23,IF_ASM_001,60,85,27,69,1.0,54.23
2024-10-23,IF_ASM_002,60,80,19,69,1.0,48.23
2024-10-23,IF_DLV_001,100,100,31,69,1.0,62.84
2024-10-24,IF_ORD_001,100,90,57,68,1.0,70.23
2024-10-24,IF_PAY_001,100,100,39,68,1.0,70.55
2024-10-24,IF_PAY_002,25,30,15,68,1.0,28.56
2024-10-24,IF_ORD_002,100,90,110,68,1.0,74.89
2024-10-24,IF_ORD_003,60,80,40,68,1.0,48.82
2024-10-24,IF_MFG_001,60,75,47,68,1.0,58.44
2024-10-24,IF_MFG_002,25,65,17,68,1.0,36.28
2024-10-24,IF_MFG_003,25,35,13,68,1.0,24.9
2024-10-24,IF_MFG_004,5,20,8,68,1.0,17.47
2024-10-24,IF_PRC_001,60,70,34,68,1.0,55.39
2024-10-24,IF_PRC_002,25,55,18,68,1.0,37.58
2024-10-24,IF_PRC_003,5,15,13,68,1.0,16.65
2024-10-24,IF_ASM_001,60,85,41,68,1.0,58.34
2024-10-24,IF_ASM_002,60,80,27,68,1.0,55.34
2024-10-24,IF_DLV_001,100,100,37,68,1.0,72.15
2024-10-25,IF_ORD_001,100,90,26,67,1.0,67.76
2024-10-25,IF_PAY_001,100,100,44,67,1.0,73.82
2024-10-25,IF_PAY_002,25,30,11,67,1.0,26.82
2024-10-25,IF_ORD_002,100,90,42,67,1.0,66.0
2024-10-25,IF_ORD_003,60,80,27,67,1.0,59.96
2024-10-25,IF_MFG_001,60,75,32,67,1.0,52.53
2024-10-25,IF_MFG_002,25,65,11,67,1.0,39.75
2024-10-25,IF_MFG_003,25,35,20,67,1.0,36.22
2024-10-25,IF_MFG_004,5,20,10,67,1.0,15.9
2024-10-25,IF_PRC_001,60,70,25,67,1.0,51.77
2024-10-25,IF_PRC_002,25,55,9,67,1.0,34.92
2024-10-25,IF_PRC_003,5,15,12,67,1.0,23.96
2024-10-25,IF_ASM_001,60,85,39,67,1.0,56.47
2024-10-25,IF_ASM_002,60,80,18,67,1.0,58.31
2024-10-25,IF_DLV_001,100,100,56,67,1.0,73.13
2024-10-26,IF_ORD_001,100,90,66,66,1.0,72.09
2024-10-26,IF_PAY_001,100,100,42,66,1.0,67.9
2024-10-26,IF_PAY_002,25,30,19,66,1.0,23.88
2024-10-26,IF_ORD_002,100,90,32,66,1.0,66.91
2024-10-26,IF_ORD_003,60,80,21,66,1.0,51.19
2024-10-26,IF_MFG_001,60,75,29,66,1.0,48.41
2024-10-26,IF_MFG_002,25,65,12,66,1.0,34.94
2024-10-26,IF_MFG_003,25,35,19,66,1.0,32.7
2024-10-26,IF_MFG_004,5,20,3,66,1.0,9.85
2024-10-26,IF_PRC_001,60,70,35,66,1.0,52.02
2024-10-26,IF_PRC_002,25,55,18,66,1.0,34.3
2024-10-26,IF_PRC_003,5,15,4,66,1.0,12.22
2024-10-26,IF_ASM_001,60,85,31,66,1.0,58.2
2024-10-26,IF_ASM_002,60,80,18,66,1.0,52.4
2024-10-26,IF_DLV_001,100,100,42,66,1.0,67.49
2024-10-27,IF_ORD_001,100,90,58,65,1.0,76.54
2024-10-27,IF_PAY_001,100,100,17,65,1.0,67.08
2024-10-27,IF_PAY_002,25,30,12,65,1.0,28.09
2024-10-27,IF_ORD_002,100,90,38,65,1.0,69.74
2024-10-27,IF_ORD_003,60,80,21,65,1.0,54.37
2024-10-27,IF_MFG_001,60,75,38,65,1.0,60.2
2024-10-27,IF_MFG_002,25,65,22,65,1.0,34.36
2024-10-27,IF_MFG_003,25,35,7,65,1.0,25.82
2024-10-27,IF_MFG_004,5,20,14,65,1.0,21.06
2024-10-27,IF_PRC_001,60,70,27,65,1.0,51.87
2024-10-27,IF_PRC_002,25,55,23,65,1.0,30.71
2024-10-27,IF_PRC_003,5,15,12,65,1.0,18.79
2024-10-27,IF_ASM_001,60,85,44,65,1.0,54.89
2024-10-27,IF_ASM_002,60,80,29,65,1.0,57.91
2024-10-27,IF_DLV_001,100,100,63,65,1.0,77.41
2024-10-28,IF_ORD_001,100,90,50,64,1.0,66.96
2024-10-28,IF_PAY_001,100,100,45,64,1.0,74.9
2024-10-28,IF_PAY_002,25,30,23,64,1.0,29.14
2024-10-28,IF_ORD_002,100,90,33,64,1.0,72.41
2024-10-28,IF_ORD_003,60,80,26,64,1.0,52.33
2024-10-28,IF_MFG_001,60,75,29,64,1.0,54.97
2024-10-28,IF_MFG_002,25,65,18,64,1.0,34.19
2024-10-28,IF_MFG_003,25,35,12,64,1.0,26.23
2024-10-28,IF_MFG_004,5,20,13,64,1.0,22.93
2024-10-28,IF_PRC_001,60,70,33,64,1.0,52.71
2024-10-28,IF_PRC_002,25,55,8,64,1.0,34.66
2024-10-28,IF_PRC_003,5,15,23,64,1.0,18.77
2024-10-28,IF_ASM_001,60,85,31,64,1.0,57.65
2024-10-28,IF_ASM_002,60,80,39,64,1.0,53.35
